UF;Ano;Total F06;Subfunção;Valor;Pct
GO;2022;3451974835,87;Informação e Inteligência;570491,06;0,01652651271011422
GO;2022;3451974835,87;Administração Geral;2877706080,78;83,36405152428445
GO;2023;3774328033,57;Policiamento;197790552,32;5,240417646817971
GO;2023;3774328033,57;Defesa Civil;16304483,04;0,4319837304808448
GO;2023;3774328033,57;Informação e Inteligência;931095,81;0,024669180890440786
GO;2023;3774328033,57;Administração Geral;3453286805,47;91,49408251628995
GO;2023;3774328033,57;Demais Subfunções;106015096,93;2,808846925520784
GO;2024;4229186399,3;Policiamento;234631484,56;5,547910695041376
GO;2024;4229186399,3;Defesa Civil;26765409,61;0,632873727543201
GO;2024;4229186399,3;Informação e Inteligência;13457496,23;0,3182053227123646
GO;2024;4229186399,3;Administração Geral;3770097978,34;89,144757936515
GO;2024;4229186399,3;Demais Subfunções;184234030,56;4,356252318188051
MA;2015;1127444760,17;Policiamento;102484380,72;9,089969135565191
MA;2015;1127444760,17;Defesa Civil;15126996,19;1,3417061947867936
MA;2015;1127444760,17;Administração Geral;937184555,02;83,12465391906989
MA;2015;1127444760,17;Demais Subfunções;72648828,24;6,443670750578126
MA;2016;1361929381,71;Policiamento;195263147,2;14,337244634140509
MA;2016;1361929381,71;Defesa Civil;8168458,17;0,5997710512525924
MA;2016;1361929381,71;Administração Geral;1122016289,85;82,38432219159762
MA;2016;1361929381,71;Demais Subfunções;36481486,49;2,678662123009262
MA;2017;1557092257,82;Policiamento;237412176,61;15,247148999532492
MA;2017;1557092257,82;Defesa Civil;8097818,81;0,5200603091648092
MA;2017;1557092257,82;Administração Geral;1265797872,14;81,29241320049813
MA;2017;1557092257,82;Demais Subfunções;45784390,26;2,9403774908045737
MA;2018;1816733557,05;Policiamento;323206853,65;17,790547898219106
MA;2018;1816733557,05;Defesa Civil;8733526,46;0,4807268752266262
MA;2018;1816733557,05;Administração Geral;1443970436,09;79,48168461393479
MA;2018;1816733557,05;Demais Subfunções;40822740,85;2,2470406126194806
MA;2019;1911950008,78;Policiamento;333263646,23;17,430562760511343
MA;2019;1911950008,78;Defesa Civil;5481364,39;0,2866897337706865
MA;2019;1911950008,78;Administração Geral;1546725093,88;80,89777906206622
MA;2019;1911950008,78;Demais Subfunções;26479904,28;1,3849684436517573
MA;2020;1882739938,95;Defesa Civil;11266224,06;0,5983951275970248
MA;2020;1882739938,95;Administração Geral;1754414773,84;93,18412689638023
MA;2020;1882739938,95;Demais Subfunções;117058941,05;6,217477976022727
MA;2021;1897050096,54;Policiamento;92387022,17;4,870035975249323
MA;2021;1897050096,54;Defesa Civil;11811334,0;0,6226158192418064
MA;2021;1897050096,54;Administração Geral;1761497196,72;92,85454295238524
MA;2021;1897050096,54;Demais Subfunções;31354543,65;1,6528052531236292
MA;2022;2046619327,98;Policiamento;101031779,16;4,936520327877374
MA;2022;2046619327,98;Defesa Civil;11100226,0;0,5423688640210317
MA;2022;2046619327,98;Administração Geral;1894137739,9;92,54958721461415
MA;2022;2046619327,98;Demais Subfunções;40349582,92;1,9715235934874502
MA;2023;2096734987,31;Policiamento;103730940,06;4,947260416209361
MA;2023;2096734987,31;Defesa Civil;19583585,44;0,9340038468631033
MA;2023;2096734987,31;Administração Geral;1929382312,7;92,01841550683024
MA;2023;2096734987,31;Demais Subfunções;44038149,11;2,1003202300973007
MA;2024;2207088688,29;Policiamento;130401808,81;5,908317572459321
MA;2024;2207088688,29;Defesa Civil;8276740,95;0,37500717546663803
MA;2024;2207088688,29;Administração Geral;2001087205,03;90,66637039313518
MA;2024;2207088688,29;Demais Subfunções;67322933,5;3,050304858938868
MG;2015;12788757100,71;Policiamento;243860603,83;1,9068358395552099
MG;2015;12788757100,71;Defesa Civil;42207234,39;0,33003390444921943
MG;2015;12788757100,71;Informação e Inteligência;108533522,63;0,8486635704729625
MG;2015;12788757100,71;Administração Geral;6051885935,98;47,32192415824376
MG;2015;12788757100,71;Demais Subfunções;6342269803,88;49,59254252727885
MG;2016;13476355447,41;Policiamento;163020794,68;1,2096801343372903
MG;2016;13476355447,41;Defesa Civil;22558275,79;0,16739151677937852
MG;2016;13476355447,41;Informação e Inteligência;41345409,92;0,3067996394228835
MG;2016;13476355447,41;Administração Geral;6256452862,13;46,425406977020764
MG;2016;13476355447,41;Demais Subfunções;6992978104,89;51,89072173243968
MG;2017;14061121696,67;Policiamento;337906322,34;2,4031249400254038
MG;2017;14061121696,67;Defesa Civil;25840186,27;0,1837704475320739
MG;2017;14061121696,67;Informação e Inteligência;36485695,28;0,25947926536074756
MG;2017;14061121696,67;Administração Geral;6244595384,39;44,4103644012189
MG;2017;14061121696,67;Demais Subfunções;7416294108,39;52,74326094586288
MG;2018;14276773882,62;Policiamento;292189127,39;2,0466047147086908
MG;2018;14276773882,62;Defesa Civil;26003885,1;0,18214118479284833
MG;2018;14276773882,62;Informação e Inteligência;35361728,62;0,24768710992227744
MG;2018;14276773882,62;Administração Geral;6249373896,54;43,77301166160339
MG;2018;14276773882,62;Demais Subfunções;7673845244,97;53,750555328972794
MG;2019;14395520898,66;Policiamento;282594393,67;1,9630716780544228
MG;2019;14395520898,66;Defesa Civil;31507519,93;0,21887030105963629
MG;2019;14395520898,66;Informação e Inteligência;8445602,02;0,05866826271487094
MG;2019;14395520898,66;Administração Geral;6121193328,2;42,52151326298855
MG;2019;14395520898,66;Demais Subfunções;7951780054,84;55,237876495182526
MG;2020;14993280866,47;Policiamento;5424583911,45;36,18009933757185
MG;2020;14993280866,47;Defesa Civil;654396490,91;4,364598360679349
MG;2020;14993280866,47;Informação e Inteligência;17720127,99;0,11818712760612751
MG;2020;14993280866,47;Administração Geral;416778376,48;2,7797676852172906
MG;2020;14993280866,47;Demais Subfunções;8479801959,64;56,55734748892538
MG;2021;15913135742,78;Policiamento;5657855996,25;35,55462661604608
MG;2021;15913135742,78;Defesa Civil;708827192,31;4,454352704378859
MG;2021;15913135742,78;Informação e Inteligência;21575402,96;0,13558234724283708
MG;2021;15913135742,78;Administração Geral;427138751,92;2,6841897085795834
MG;2021;15913135742,78;Demais Subfunções;9097738399,34;57,17124862375263
MG;2022;18698237836,66;Policiamento;6396516947,92;34,20919663017072
MG;2022;18698237836,66;Defesa Civil;949700017,2;5,079088337073167
MG;2022;18698237836,66;Informação e Inteligência;36715820,41;0,19635978925251715
MG;2022;18698237836,66;Administração Geral;538672722,03;2,8808742659903035
MG;2022;18698237836,66;Demais Subfunções;10776632329,1;57,63448097751329
MG;2023;18922940038,75;Policiamento;6262551171,34;33,095022013047014
MG;2023;18922940038,75;Defesa Civil;808709431,68;4,273698643149223
MG;2023;18922940038,75;Informação e Inteligência;20013194,1;0,10576154687917101
MG;2023;18922940038,75;Administração Geral;511470698,56;2,7029134876114442
MG;2023;18922940038,75;Demais Subfunções;11320195543,07;59,82260430931314
MG;2024;19859711299,89;Policiamento;6723661213,86;33,85578527466933
MG;2024;19859711299,89;Defesa Civil;844910180,51;4,2543930662007154
MG;2024;19859711299,89;Informação e Inteligência;25057117,78;0,12617060440419792
MG;2024;19859711299,89;Administração Geral;584422540,5;2,9427544624137463
MG;2024;19859711299,89;Demais Subfunções;11681660247,24;58,82089659231201
MS;2015;1057123362,22;Policiamento;1041552692,08;98,52707160805708
MS;2015;1057123362,22;Defesa Civil;15528570,15;1,468945887014492
MS;2015;1057123362,22;Demais Subfunções;42099,99;0,003982504928430338
MS;2016;1213709545,04;Policiamento;1210651677,61;99,74805607795568
MS;2016;1213709545,04;Defesa Civil;3057867,43;0,25194392204431604
MS;2017;1235268448,81;Policiamento;1231483956,91;99,69363000377402
MS;2017;1235268448,81;Defesa Civil;3784491,9;0,3063699962259866
MS;2018;1116194010,79;Policiamento;1115414577,04;99,93017040564047
MS;2018;1116194010,79;Defesa Civil;779433,75;0,06982959435952771
MS;2019;1198526176,96;Policiamento;1195051794,41;99,71011208459272
MS;2019;1198526176,96;Defesa Civil;3474382,55;0,28988791540728737
MS;2020;1239098578,62;Policiamento;23215185,95;1,87355440080119
MS;2020;1239098578,62;Administração Geral;1215883392,67;98,12644559919883
MS;2021;1404733613,56;Policiamento;43992752,37;3,1317505287361693
MS;2021;1404733613,56;Administração Geral;1360740861,19;96,86824947126384
MS;2022;1954103796,47;Policiamento;309708790,62;15,84914737791692
MS;2022;1954103796,47;Administração Geral;1513694568,17;77,46234211838802
MS;2022;1954103796,47;Demais Subfunções;130700437,68;6,688510503695067
MS;2023;2096097105,92;Policiamento;1097628873,11;52,365363704284995
MS;2023;2096097105,92;Defesa Civil;398816,0;0,01902659942965549
MS;2023;2096097105,92;Administração Geral;773269999,56;36,890943524327
MS;2023;2096097105,92;Demais Subfunções;224799417,25;10,724666171958338
MS;2024;1842293218,72;Policiamento;1103088167,91;59,875819804428886
MS;2024;1842293218,72;Administração Geral;733645852,06;39,82242590947205
MS;2024;1842293218,72;Demais Subfunções;5559198,75;0,3017542860990638
MT;2015;1376025071,24;Policiamento;49361241,68;3,587234179935275
MT;2015;1376025071,24;Defesa Civil;10434199,5;0,7582855660178676
MT;2015;1376025071,24;Informação e Inteligência;4391799,4;0,31916565270444863
MT;2015;1376025071,24;Administração Geral;1284031835,68;93,31456690123382
MT;2015;1376025071,24;Demais Subfunções;27805994,98;2,0207477001085983
MT;2016;1759673246,81;Policiamento;57958180,05;3,293689902660548
MT;2016;1759673246,81;Defesa Civil;17828734,95;1,013184406952858
MT;2016;1759673246,81;Informação e Inteligência;5537928,24;0,31471344183014427
MT;2016;1759673246,81;Administração Geral;1651191744,71;93,83513375016304
MT;2016;1759673246,81;Demais Subfunções;27156658,86;1,5432784983934138
MT;2017;1852416215,9;Policiamento;58380634,92;3,1515938167079613
MT;2017;1852416215,9;Defesa Civil;4533049,24;0,24471008195086486
MT;2017;1852416215,9;Informação e Inteligência;6281336,45;0,33908882874620055
MT;2017;1852416215,9;Administração Geral;1754595349,34;94,71928253918497
MT;2017;1852416215,9;Demais Subfunções;28625845,95;1,5453247334099844
MT;2018;2004744755,39;Policiamento;46123328,56;2,3007082789962077
MT;2018;2004744755,39;Defesa Civil;6248134,55;0,3116673348665026
MT;2018;2004744755,39;Informação e Inteligência;6413785,54;0,3199302815361286
MT;2018;2004744755,39;Administração Geral;1913723396,03;95,45970333054728
MT;2018;2004744755,39;Demais Subfunções;32236110,71;1,6079907740538686
MT;2019;2367502201,9;Policiamento;46391878,51;1,9595284208297232
MT;2019;2367502201,9;Defesa Civil;1339291,55;0,056569812223413084
MT;2019;2367502201,9;Informação e Inteligência;7518094,94;0,31755387319033856
MT;2019;2367502201,9;Administração Geral;2277992449,62;96,21923256467657
MT;2019;2367502201,9;Demais Subfunções;34260487,28;1,4471153290799394
MT;2020;2473063944,07;Policiamento;68674196,5;2,776887215741809
MT;2020;2473063944,07;Defesa Civil;1617070,28;0,06538732182309592
MT;2020;2473063944,07;Informação e Inteligência;137480,0;0,0055590960488366824
MT;2020;2473063944,07;Administração Geral;2373808678,25;95,9865467264606
MT;2020;2473063944,07;Demais Subfunções;28826519,04;1,1656196399256575
MT;2021;2746537613,83;Policiamento;109181308,75;3,975234426072488
MT;2021;2746537613,83;Defesa Civil;6267676,67;0,22820283394043278
MT;2021;2746537613,83;Informação e Inteligência;20439859,65;0,7442046140958165
MT;2021;2746537613,83;Administração Geral;2531141676,81;92,15754643463143
MT;2021;2746537613,83;Demais Subfunções;79507091,95;2,8948116912598447
MT;2022;3220150997,38;Policiamento;155048706,47;4,814951429176822
MT;2022;3220150997,38;Defesa Civil;6128660,23;0,1903221381539698
MT;2022;3220150997,38;Informação e Inteligência;741869,62;0,023038348841517203
MT;2022;3220150997,38;Administração Geral;2943693801,2;91,41477538149816
MT;2022;3220150997,38;Demais Subfunções;114537959,86;3,5569127023295213
MT;2023;3520213912,88;Policiamento;142483153,16;4,047570877402446
MT;2023;3520213912,88;Defesa Civil;1962810,68;0,055758278575581265
MT;2023;3520213912,88;Informação e Inteligência;1359453,25;0,03861848409342226
MT;2023;3520213912,88;Administração Geral;3320009621,97;94,31272371893427
MT;2023;3520213912,88;Demais Subfunções;54398873,82;1,545328640994278
MT;2024;3892123071,94;Policiamento;275437882,62;7,076803007740196
MT;2024;3892123071,94;Defesa Civil;9337214,6;0,2399002916253091
MT;2024;3892123071,94;Informação e Inteligência;14383399,79;0,3695515153078317
MT;2024;3892123071,94;Administração Geral;3511117374,19;90,21085174575195
MT;2024;3892123071,94;Demais Subfunções;81847200,74;2,1028934395747116
PA;2015;2124729292,29;Policiamento;164784733,81;7,755563704418909
PA;2015;2124729292,29;Defesa Civil;9122001,38;0,42932534573232384
PA;2015;2124729292,29;Informação e Inteligência;39109462,71;1,8406797916288167
PA;2015;2124729292,29;Administração Geral;1664523463,55;78,34049587352385
PA;2015;2124729292,29;Demais Subfunções;247189630,84;11,633935284696099
PA;2016;2220348191,37;Policiamento;148706487,96;6,69744000233788
PA;2016;2220348191,37;Defesa Civil;12369473,79;0,5570961274487216
PA;2016;2220348191,37;Informação e Inteligência;6571305,53;0,29595833462252474
PA;2016;2220348191,37;Administração Geral;1734427810,16;78,11512702833437
PA;2016;2220348191,37;Demais Subfunções;318273113,93;14,334378507256515
PA;2017;2323451896,21;Policiamento;149434253,76;6,431562194326304
PA;2017;2323451896,21;Defesa Civil;16238872,85;0,6989115150818808
PA;2017;2323451896,21;Informação e Inteligência;5349931,29;0,23025788907989764
PA;2017;2323451896,21;Administração Geral;1746019723,94;75,14765968635272
PA;2017;2323451896,21;Demais Subfunções;406409114,37;17,4916087151592
PA;2018;2711131960,52;Policiamento;187617732,89;6,920272993794613
PA;2018;2711131960,52;Defesa Civil;16962815,58;0,6256728122059576
PA;2018;2711131960,52;Informação e Inteligência;5996111,56;0,22116634849636513
PA;2018;2711131960,52;Administração Geral;1960959303,27;72,329909861484
PA;2018;2711131960,52;Demais Subfunções;539595997,22;19,902977984019067
PA;2019;2832033196,54;Policiamento;147840438,3;5,2202932677703835
PA;2019;2832033196,54;Defesa Civil;14867936,14;0,524991591135468
PA;2019;2832033196,54;Informação e Inteligência;8081627,32;0,28536485129742206
PA;2019;2832033196,54;Administração Geral;2127016838,77;75,10564640868812
PA;2019;2832033196,54;Demais Subfunções;534226356,01;18,863703881108602
PA;2020;2952598687,52;Policiamento;183638145,52;6,219543018026763
PA;2020;2952598687,52;Defesa Civil;19683329,47;0,66664425318609
PA;2020;2952598687,52;Informação e Inteligência;18472320,87;0,6256292447760858
PA;2020;2952598687,52;Administração Geral;2189221698,35;74,14558936178389
PA;2020;2952598687,52;Demais Subfunções;541583193,31;18,342594122227165
PA;2021;3229269412,76;Policiamento;220724052,12;6,835108004548651
PA;2021;3229269412,76;Defesa Civil;31765013,64;0,9836594467617057
PA;2021;3229269412,76;Informação e Inteligência;23383663,28;0,7241162099267027
PA;2021;3229269412,76;Administração Geral;2328028202,98;72,09148279115786
PA;2021;3229269412,76;Demais Subfunções;625368480,74;19,365633547605075
PA;2022;4056231178,34;Policiamento;292436405,88;7,209559638552916
PA;2022;4056231178,34;Defesa Civil;46583963,14;1,148454343252308
PA;2022;4056231178,34;Informação e Inteligência;29085007,49;0,7170451143246462
PA;2022;4056231178,34;Administração Geral;2775898266,67;68,43540578981565
PA;2022;4056231178,34;Demais Subfunções;912227535,16;22,489535114054476
PA;2023;4718838963,13;Policiamento;388126092,0;8,225033637141888
PA;2023;4718838963,13;Defesa Civil;94616983,61;2,00509032728764
PA;2023;4718838963,13;Informação e Inteligência;41798965,69;0,885789195532852
PA;2023;4718838963,13;Administração Geral;3201932108,37;67,85423561574906
PA;2023;4718838963,13;Demais Subfunções;992364813,46;21,029851224288564
PA;2024;5289023439,28;Policiamento;440820490,37;8,334629169841785
PA;2024;5289023439,28;Defesa Civil;83759488,09;1,5836475117115814
PA;2024;5289023439,28;Informação e Inteligência;54250833,9;1,0257249664861614
PA;2024;5289023439,28;Administração Geral;3386112805,6;64,02151256226905
PA;2024;5289023439,28;Demais Subfunções;1324079821,32;25,03448578969142
PB;2015;909976812,61;Policiamento;6060361,25;0,6659907336119524
PB;2015;909976812,61;Defesa Civil;6502269,85;0,7145533556344317
PB;2015;909976812,61;Informação e Inteligência;344608,1;0,03786998692984202
PB;2015;909976812,61;Administração Geral;878193764,77;96,50726838315367
PB;2015;909976812,61;Demais Subfunções;18875808,64;2,0743175406701093
PB;2016;1082056430,96;Policiamento;2864308,08;0,26470967669022466
PB;2016;1082056430,96;Defesa Civil;4463838,21;0,41253284785153804
PB;2016;1082056430,96;Informação e Inteligência;200939,0;0,01857010357784455
PB;2016;1082056430,96;Administração Geral;1034800897,83;95,63280326442171
PB;2016;1082056430,96;Demais Subfunções;39726447,84;3,6713841074586764
PB;2017;1152515773,4;Policiamento;5911974,85;0,5129625976882963
PB;2017;1152515773,4;Defesa Civil;4104660,02;0,3561478389047096
PB;2017;1152515773,4;Informação e Inteligência;198752,5;0,017245100204890607
PB;2017;1152515773,4;Administração Geral;1097389552,72;95,21687928683406
PB;2017;1152515773,4;Demais Subfunções;44910833,31;3,896765176368041
PB;2018;1263483457,0;Policiamento;3356030,31;0,26561727353110887
PB;2018;1263483457,0;Defesa Civil;6433227,88;0,5091659763614934
PB;2018;1263483457,0;Informação e Inteligência;156283,9;0,012369287396217963
PB;2018;1263483457,0;Administração Geral;1196562051,56;94,70342052606708
PB;2018;1263483457,0;Demais Subfunções;56975863,35;4,509426936644094
PB;2019;1330366298,34;Policiamento;6479112,99;0,4870172221052568
PB;2019;1330366298,34;Defesa Civil;7096916,34;0,5334558120463039
PB;2019;1330366298,34;Informação e Inteligência;189274,29;0,014227231269776756
PB;2019;1330366298,34;Administração Geral;1250910088,84;94,02749381135528
PB;2019;1330366298,34;Demais Subfunções;65690905,88;4,93780592322337
PB;2020;1398735056,95;Policiamento;7324113,06;0,5236240432816871
PB;2020;1398735056,95;Defesa Civil;3803149,24;0,2718991864186864
PB;2020;1398735056,95;Informação e Inteligência;27074,0;0,0019356060224182828
PB;2020;1398735056,95;Administração Geral;1339894467,14;95,79329984491099
PB;2020;1398735056,95;Demais Subfunções;47686253,51;3,4092413193662177
PB;2021;1433380830,3;Policiamento;9316359,51;0,6499570325668531
PB;2021;1433380830,3;Defesa Civil;6047195,08;0,4218833510375851
PB;2021;1433380830,3;Informação e Inteligência;191370,09;0,01335095921158281
PB;2021;1433380830,3;Administração Geral;1365445179,38;95,26046048029112
PB;2021;1433380830,3;Demais Subfunções;52380726,24;3,654348176892875
PB;2022;1756622202,34;Policiamento;14284433,87;0,8131762111950809
PB;2022;1756622202,34;Defesa Civil;16675545,52;0,9492960693418582
PB;2022;1756622202,34;Informação e Inteligência;492680,74;0,0280470518557547
PB;2022;1756622202,34;Administração Geral;1646933232,28;93,75568805211029
PB;2022;1756622202,34;Demais Subfunções;78236309,93;4,453792615497018
PB;2023;1866161521,13;Policiamento;20972412,31;1,1238262107826957
PB;2023;1866161521,13;Defesa Civil;11445941,38;0,6133414096476087
PB;2023;1866161521,13;Informação e Inteligência;326903,34;0,017517419381900726
PB;2023;1866161521,13;Administração Geral;1735926575,55;93,02123936725798
PB;2023;1866161521,13;Demais Subfunções;97489688,55;5,224075592929809
PB;2024;2074315646,91;Policiamento;32765581,99;1,5795851532436338
PB;2024;2074315646,91;Defesa Civil;15627439,47;0,7533780836720478
PB;2024;2074315646,91;Informação e Inteligência;448639,97;0,02162833658745792
PB;2024;2074315646,91;Administração Geral;1943186902,71;93,67845754838055
PB;2024;2074315646,91;Demais Subfunções;82287082,77;3,966950878116297
PE;2015;2133617294,92;Policiamento;1738372078,33;81,47534623331688
PE;2015;2133617294,92;Defesa Civil;220543207,05;10,336586958453076
PE;2015;2133617294,92;Informação e Inteligência;991361,25;0,04646387392717358
PE;2015;2133617294,92;Administração Geral;70771302,72;3,316963303986227
PE;2015;2133617294,92;Demais Subfunções;102939345,57;4,824639630316631
PE;2016;2314708998,81;Policiamento;1810255884,39;78,2066292272877
PE;2016;2314708998,81;Defesa Civil;218216230,08;9,427372088335325
PE;2016;2314708998,81;Informação e Inteligência;649170,0;0,028045426026932135
PE;2016;2314708998,81;Administração Geral;70038614,18;3,0258064497959403
PE;2016;2314708998,81;Demais Subfunções;215549100,16;9,312146808554102
PE;2017;2529880338,52;Policiamento;1948308078,97;77,01186689761681
PE;2017;2529880338,52;Defesa Civil;263947765,4;10,433211459891083
PE;2017;2529880338,52;Informação e Inteligência;1326260,6;0,05242384708107866
PE;2017;2529880338,52;Administração Geral;115205903,96;4,553808423500234
PE;2017;2529880338,52;Demais Subfunções;201092329,59;7,948689371910792
PE;2018;2775175397,3;Policiamento;2343900221,3;84,45953447052058
PE;2018;2775175397,3;Defesa Civil;235533504,4;8,48715741099295
PE;2018;2775175397,3;Informação e Inteligência;495750,36;0,017863748737550828
PE;2018;2775175397,3;Administração Geral;71729565,05;2,5846858227334573
PE;2018;2775175397,3;Demais Subfunções;123516356,19;4,45075854701546
PE;2019;2892252835,04;Policiamento;2436588796,23;84,24535942053288
PE;2019;2892252835,04;Defesa Civil;270305437,59;9,345843984150218
PE;2019;2892252835,04;Informação e Inteligência;494992,0;0,017114409708691814
PE;2019;2892252835,04;Administração Geral;76601498,57;2,6485063007619316
PE;2019;2892252835,04;Demais Subfunções;108262110,65;3,7431758848462753
PE;2020;2880151335,77;Policiamento;2422625614,48;84,11452496930403
PE;2020;2880151335,77;Defesa Civil;276950156,5;9,615819594631065
PE;2020;2880151335,77;Informação e Inteligência;880876,4;0,030584378989394333
PE;2020;2880151335,77;Administração Geral;79194863,18;2,7496771505177695
PE;2020;2880151335,77;Demais Subfunções;100499825,21;3,4893939065577495
PE;2021;2884598185,52;Policiamento;2445971242,15;84,79417530067781
PE;2021;2884598185,52;Defesa Civil;251766617,39;8,727961442041003
PE;2021;2884598185,52;Informação e Inteligência;917758,71;0,03181582497718162
PE;2021;2884598185,52;Administração Geral;84351855,52;2,924215093229495
PE;2021;2884598185,52;Demais Subfunções;101590711,75;3,521832339074514
PE;2022;3320671005,89;Policiamento;2811041658,47;84,65282027288909
PE;2022;3320671005,89;Defesa Civil;275161800,18;8,286331277381443
PE;2022;3320671005,89;Informação e Inteligência;1376200,22;0,04144343771361215
PE;2022;3320671005,89;Administração Geral;89568131,02;2,697290121819645
PE;2022;3320671005,89;Demais Subfunções;143523216,0;4,322114890196212
PE;2023;3396404643,55;Policiamento;2874345426,78;84,62906303695512
PE;2023;3396404643,55;Defesa Civil;296699738,67;8,735700536549809
PE;2023;3396404643,55;Informação e Inteligência;1899777,54;0,055934958857384816
PE;2023;3396404643,55;Administração Geral;92330320,31;2,718472325885594
PE;2023;3396404643,55;Demais Subfunções;131129380,25;3,8608291417521015
PE;2024;3695934331,87;Policiamento;3130184040,04;84,692631388184
PE;2024;3695934331,87;Defesa Civil;300593139,63;8,133075770258923
PE;2024;3695934331,87;Informação e Inteligência;958899,82;0,025944720168088964
PE;2024;3695934331,87;Administração Geral;259945412,78;7,033280070441015
PE;2024;3695934331,87;Demais Subfunções;4252839,6;0,11506805094797848
PI;2015;225759749,07;Policiamento;38488408,73;17,04839276644754
PI;2015;225759749,07;Defesa Civil;4379688,03;1,939977364451276
PI;2015;225759749,07;Administração Geral;181014616,57;80,18019922314578
PI;2015;225759749,07;Demais Subfunções;1877035,74;0,831430645955404
PI;2016;695096776,0;Policiamento;49310169,11;7,094000549644328
PI;2016;695096776,0;Defesa Civil;34711942,93;4,993828791690439
PI;2016;695096776,0;Administração Geral;609093576,13;87,62716173639683
PI;2016;695096776,0;Demais Subfunções;1981087,83;0,2850089222684008
PI;2017;707425633,34;Policiamento;43815604,4;6,193669318021661
PI;2017;707425633,34;Defesa Civil;27274590,3;3,8554710226186275
PI;2017;707425633,34;Administração Geral;634683783,91;89,71738568666777
PI;2017;707425633,34;Demais Subfunções;1651654,73;0,23347397269193787
PI;2018;731363539,1;Policiamento;66087116,03;9,036151311470265
PI;2018;731363539,1;Defesa Civil;31769234,93;4,343836304595458
PI;2018;731363539,1;Administração Geral;631798247,02;86,38634731469894
PI;2018;731363539,1;Demais Subfunções;1708941,12;0,23366506923533345
PI;2019;851089755,17;Policiamento;57317197,78;6,734565588625989
PI;2019;851089755,17;Defesa Civil;12339663,16;1,4498662550032961
PI;2019;851089755,17;Administração Geral;780636809,09;91,7220310017799
PI;2019;851089755,17;Demais Subfunções;796085,14;0,09353715459082067
PI;2020;778257959,88;Policiamento;63601807,95;8,172329899434217
PI;2020;778257959,88;Defesa Civil;33122887,01;4,256029326716714
PI;2020;778257959,88;Administração Geral;680361569,46;87,42108716304108
PI;2020;778257959,88;Demais Subfunções;1171695,46;0,15055361080799795
PI;2021;805179449,32;Policiamento;68243362,81;8,475547018448337
PI;2021;805179449,32;Defesa Civil;29472217,21;3,6603290403015425
PI;2021;805179449,32;Administração Geral;705328039,45;87,59886259462687
PI;2021;805179449,32;Demais Subfunções;2135829,85;0,2652613466232623
PI;2022;957023498,46;Policiamento;16926624,88;1,7686739047930982
PI;2022;957023498,46;Defesa Civil;71809371,31;7,503407327568494
PI;2022;957023498,46;Administração Geral;794202229,67;82,98670105258597
PI;2022;957023498,46;Demais Subfunções;74085272,6;7,741217715052424
PI;2023;1068544224,81;Policiamento;30209235,5;2,8271394668172545
PI;2023;1068544224,81;Defesa Civil;32393299,66;3,031535701366026
PI;2023;1068544224,81;Administração Geral;927028608,87;86,75622284466859
PI;2023;1068544224,81;Demais Subfunções;78913080,78;7,385101987148141
PI;2024;1634489939,24;Policiamento;184731180,52;11,302068987093046
PI;2024;1634489939,24;Defesa Civil;89203728,9;5,457588129387794
PI;2024;1634489939,24;Informação e Inteligência;4930550,97;0,30165685646817697
PI;2024;1634489939,24;Administração Geral;1270608188,43;77,73729026565948
PI;2024;1634489939,24;Demais Subfunções;85016290,42;5,201395761391509
PR;2015;3200613195,89;Policiamento;2455322559,13;76,71412972623342
PR;2015;3200613195,89;Defesa Civil;170438855,2;5,325193791579235
PR;2015;3200613195,89;Informação e Inteligência;70760297,94;2,210835662080796
PR;2015;3200613195,89;Demais Subfunções;504091483,62;15,74984082010655
PR;2016;3653990738,41;Policiamento;2752065285,14;75,3167011675989
PR;2016;3653990738,41;Defesa Civil;243350040,64;6,659842842018025
PR;2016;3653990738,41;Informação e Inteligência;78429880,43;2,1464170558934703
PR;2016;3653990738,41;Demais Subfunções;580145532,2;15,87703893448961
PR;2017;4005811767,0;Policiamento;3015331383,67;75,2739159765417
PR;2017;4005811767,0;Defesa Civil;291194463,82;7,2692997264342
PR;2017;4005811767,0;Informação e Inteligência;81447430,25;2,0332315891866517
PR;2017;4005811767,0;Demais Subfunções;617838489,26;15,423552707837457
PR;2018;3579358424,34;Policiamento;2653888407,07;74,14424856206884
PR;2018;3579358424,34;Defesa Civil;259886801,66;7,260709067098266
PR;2018;3579358424,34;Informação e Inteligência;72771985,14;2,033101369372319
PR;2018;3579358424,34;Demais Subfunções;592811230,47;16,561941001460585
PR;2019;3444551316,5;Policiamento;2759148978,0;80,1018398182427
PR;2019;3444551316,5;Defesa Civil;29269243,85;0,8497258760464748
PR;2019;3444551316,5;Informação e Inteligência;76411849,52;2,2183397052026472
PR;2019;3444551316,5;Demais Subfunções;579721245,13;16,830094600508183
PR;2020;3370586391,61;Policiamento;1953384431,63;57,953845553175185
PR;2020;3370586391,61;Defesa Civil;33332909,56;0,9889350305030498
PR;2020;3370586391,61;Informação e Inteligência;616798859,34;18,29945260787037
PR;2020;3370586391,61;Administração Geral;192812931,82;5,720456603632718
PR;2020;3370586391,61;Demais Subfunções;574257259,26;17,037310204818674
PR;2021;3459075698,3;Policiamento;2019160099,62;58,3728219828302
PR;2021;3459075698,3;Defesa Civil;31736225,7;0,9174770507507861
PR;2021;3459075698,3;Informação e Inteligência;603484382,5;17,44640577818487
